OrderID,CustomerID,Country,Product,Category,Subcategory,Quantity,UnitPrice_AED,LineTotal_AED
3090,C002196,Saudi Arabia,Pastry,Bakery,Bread & baked goods,2,3.78,7.56
3090,C002196,Saudi Arabia,Coffee,Beverages,Non-alcoholic,1,34.77,34.77
3090,C002196,Saudi Arabia,Waffles,Bakery,Bread & baked goods,1,3.96,3.96
3091,C002328,Kuwait,Pip Fruit,Produce,Fruit,1,7.75,7.75
3091,C002328,Kuwait,Other Vegetables,Produce,Vegetables & herbs,3,10.57,31.71
3091,C002328,Kuwait,Whole Milk,Dairy & Eggs,Dairy/eggs,2,7.52,15.04
3091,C002328,Kuwait,Butter Milk,Dairy & Eggs,Dairy/eggs,1,6.11,6.11
3091,C002328,Kuwait,Yogurt,Dairy & Eggs,Dairy/eggs,2,3.99,7.98
3091,C002328,Kuwait,Cream Cheese ,Dairy & Eggs,Dairy/eggs,2,9.28,18.56
3091,C002328,Kuwait,Pasta,Pantry,Staples,1,7.99,7.99
3091,C002328,Kuwait,Fruit/Vegetable Juice,Beverages,Non-alcoholic,1,43.12,43.12
3091,C002328,Kuwait,Dental Care,Personal care,Health & beauty,2,21.91,43.82
3091,C002328,Kuwait,Hygiene Articles,Personal care,Health & beauty,1,26.67,26.67
3091,C002328,Kuwait,Kitchen Towels,Household,Paper goods,1,12.75,12.75
3091,C002328,Kuwait,Photo/Film,Household,General merchandise,1,15.51,15.51
3092,C001206,United Arab Emirates,Pip Fruit,Produce,Fruit,1,7.76,7.76
3092,C001206,United Arab Emirates,Soft Cheese,Dairy & Eggs,Dairy/eggs,1,7.97,7.97
3092,C001206,United Arab Emirates,Tidbits,Meat & Seafood,Fresh meat,2,32.08,64.16
3093,C000121,Qatar,Whipped/Sour Cream,Dairy & Eggs,Dairy/eggs,2,6.0,12.0
3094,C000828,Oman,Canned Beer,Beverages,Alcohol,1,31.56,31.56
3095,C002900,United Arab Emirates,Oil,Pantry,Staples,2,8.81,17.62
3096,C002363,United Arab Emirates,White Bread,Bakery,Bread & baked goods,1,5.86,5.86
3096,C002363,United Arab Emirates,Bottled Beer,Beverages,Alcohol,1,39.23,39.23
3097,C002401,Saudi Arabia,Soda,Beverages,Non-alcoholic,1,38.71,38.71
3097,C002401,Saudi Arabia,Specialty Bar,Snacks & Sweets,Snacks/sweets,1,6.02,6.02
3098,C001136,United Arab Emirates,Hygiene Articles,Personal care,Health & beauty,1,21.28,21.28
3099,C001842,United Arab Emirates,Bottled Beer,Beverages,Alcohol,1,42.48,42.48
3100,C003053,United Arab Emirates,Dessert,Prepared foods,Ready-to-eat,2,17.06,34.12
3100,C003053,United Arab Emirates,Yogurt,Dairy & Eggs,Dairy/eggs,4,3.21,12.84
3100,C003053,United Arab Emirates,Brown Bread,Bakery,Bread & baked goods,1,6.47,6.47
3100,C003053,United Arab Emirates,Pastry,Bakery,Bread & baked goods,2,5.35,10.7
3100,C003053,United Arab Emirates,Soda,Beverages,Non-alcoholic,1,33.06,33.06
3100,C003053,United Arab Emirates,Long Life Bakery Product,Bakery,Bread & baked goods,1,7.44,7.44
3100,C003053,United Arab Emirates,Cake Bar,Bakery,Bread & baked goods,1,6.47,6.47
3100,C003053,United Arab Emirates,Light Bulbs,Household,General merchandise,1,15.35,15.35
3101,C000542,Bahrain,Cereals,Pantry,Staples,1,7.71,7.71
3101,C000542,Bahrain,Specialty Chocolate,Snacks & Sweets,Snacks/sweets,1,4.84,4.84
3101,C000542,Bahrain,Pot Plants,Household,Garden,1,14.26,14.26
3102,C001652,Qatar,Canned Beer,Beverages,Alcohol,1,63.29,63.29
3103,C001617,Oman,Frankfurter,Meat & Seafood,Deli & processed,1,23.93,23.93
3103,C001617,Oman,Soda,Beverages,Non-alcoholic,2,39.89,79.78
3103,C001617,Oman,Shopping Bags,Household,General merchandise,2,0.46,0.92
3104,C001599,United Arab Emirates,Sausage,Meat & Seafood,Deli & processed,1,17.86,17.86
3104,C001599,United Arab Emirates,Other Vegetables,Produce,Vegetables & herbs,1,8.8,8.8
3104,C001599,United Arab Emirates,Cream Cheese ,Dairy & Eggs,Dairy/eggs,2,6.69,13.38
3104,C001599,United Arab Emirates,Domestic Eggs,Dairy & Eggs,Dairy/eggs,3,8.15,24.45
3104,C001599,United Arab Emirates,Soda,Beverages,Non-alcoholic,1,42.1,42.1
3105,C002039,Saudi Arabia,Uht-Milk,Dairy & Eggs,Dairy/eggs,1,5.96,5.96
3105,C002039,Saudi Arabia,Cream Cheese ,Dairy & Eggs,Dairy/eggs,2,8.19,16.38
3105,C002039,Saudi Arabia,Spread Cheese,Dairy & Eggs,Dairy/eggs,1,7.2,7.2
3105,C002039,Saudi Arabia,Rolls/Buns,Bakery,Bread & baked goods,1,4.91,4.91
3106,C000075,United Arab Emirates,Misc. Beverages,Beverages,Non-alcoholic,1,48.64,48.64
3106,C000075,United Arab Emirates,Specialty Chocolate,Snacks & Sweets,Snacks/sweets,1,7.16,7.16
3107,C000715,United Arab Emirates,Baking Powder,Pantry,Staples,1,10.73,10.73
3108,C002805,Qatar,Bottled Water,Beverages,Non-alcoholic,6,33.14,198.84
3108,C002805,Qatar,Soda,Beverages,Non-alcoholic,1,46.57,46.57
3109,C002473,Saudi Arabia,Meat,Meat & Seafood,Fresh meat,1,26.97,26.97
3109,C002473,Saudi Arabia,Chicken,Meat & Seafood,Fresh meat,1,20.58,20.58
3109,C002473,Saudi Arabia,Berries,Produce,Fruit,1,14.14,14.14
3109,C002473,Saudi Arabia,Yogurt,Dairy & Eggs,Dairy/eggs,2,2.91,5.82
3109,C002473,Saudi Arabia,Whipped/Sour Cream,Dairy & Eggs,Dairy/eggs,1,6.11,6.11
3109,C002473,Saudi Arabia,Cream Cheese ,Dairy & Eggs,Dairy/eggs,1,6.39,6.39
3109,C002473,Saudi Arabia,Mayonnaise,Pantry,Condiments & spreads,2,11.23,22.46
3109,C002473,Saudi Arabia,Brown Bread,Bakery,Bread & baked goods,2,6.2,12.4
3109,C002473,Saudi Arabia,Long Life Bakery Product,Bakery,Bread & baked goods,2,6.01,12.02
3110,C001318,Saudi Arabia,Bottled Water,Beverages,Non-alcoholic,1,43.57,43.57
3110,C001318,Saudi Arabia,Bottled Beer,Beverages,Alcohol,6,47.17,283.02
3111,C000254,United Arab Emirates,Pork,Meat & Seafood,Fresh meat,1,34.47,34.47
3111,C000254,United Arab Emirates,Pip Fruit,Produce,Fruit,1,7.02,7.02
3112,C001872,Oman,Tropical Fruit,Produce,Fruit,3,7.6,22.8
3112,C001872,Oman,Pip Fruit,Produce,Fruit,1,6.04,6.04
3112,C001872,Oman,Soda,Beverages,Non-alcoholic,1,42.54,42.54
3112,C001872,Oman,White Wine,Beverages,Alcohol,1,57.83,57.83
3113,C000176,United Arab Emirates,Citrus Fruit,Produce,Fruit,1,5.57,5.57
3113,C000176,United Arab Emirates,Pip Fruit,Produce,Fruit,1,9.28,9.28
3113,C000176,United Arab Emirates,Root Vegetables,Produce,Vegetables & herbs,1,3.91,3.91
3113,C000176,United Arab Emirates,Other Vegetables,Produce,Vegetables & herbs,1,7.57,7.57
3113,C000176,United Arab Emirates,Butter,Dairy & Eggs,Dairy/eggs,1,8.32,8.32
3113,C000176,United Arab Emirates,Uht-Milk,Dairy & Eggs,Dairy/eggs,1,7.52,7.52
3113,C000176,United Arab Emirates,Frozen Vegetables,Frozen,Frozen foods,1,12.39,12.39
3113,C000176,United Arab Emirates,Pastry,Bakery,Bread & baked goods,1,5.47,5.47
3113,C000176,United Arab Emirates,Margarine,Dairy & Eggs,Butter & spreads,1,6.82,6.82
3113,C000176,United Arab Emirates,Sugar,Pantry,Staples,3,6.47,19.41
3113,C000176,United Arab Emirates,Soups,Pantry,Convenience,2,9.68,19.36
3113,C000176,United Arab Emirates,Soda,Beverages,Non-alcoholic,1,38.56,38.56
3113,C000176,United Arab Emirates,Bottled Beer,Beverages,Alcohol,1,36.65,36.65
3113,C000176,United Arab Emirates,Long Life Bakery Product,Bakery,Bread & baked goods,2,6.22,12.44
3113,C000176,United Arab Emirates,Softener,Household,Cleaning & laundry,1,16.9,16.9
3114,C002858,United Arab Emirates,Rolls/Buns,Bakery,Bread & baked goods,2,3.95,7.9
3114,C002858,United Arab Emirates,Soda,Beverages,Non-alcoholic,6,29.12,174.72
3114,C002858,United Arab Emirates,Canned Beer,Beverages,Alcohol,1,36.84,36.84
3115,C002512,United Arab Emirates,Meat Spreads,Meat & Seafood,Deli & processed,1,33.43,33.43
3115,C002512,United Arab Emirates,Specialty Bar,Snacks & Sweets,Snacks/sweets,1,8.57,8.57
3116,C000026,Saudi Arabia,Brown Bread,Bakery,Bread & baked goods,1,6.77,6.77
3116,C000026,Saudi Arabia,Bottled Water,Beverages,Non-alcoholic,6,51.11,306.66
3116,C000026,Saudi Arabia,Specialty Bar,Snacks & Sweets,Snacks/sweets,1,8.36,8.36
3117,C003181,Saudi Arabia,Bottled Water,Beverages,Non-alcoholic,6,58.61,351.66
3118,C002493,Saudi Arabia,Frankfurter,Meat & Seafood,Deli & processed,1,37.94,37.94
3118,C002493,Saudi Arabia,Uht-Milk,Dairy & Eggs,Dairy/eggs,1,4.87,4.87
3118,C002493,Saudi Arabia,Oil,Pantry,Staples,1,7.73,7.73
3118,C002493,Saudi Arabia,Bottled Water,Beverages,Non-alcoholic,1,40.1,40.1
3118,C002493,Saudi Arabia,Canned Beer,Beverages,Alcohol,2,42.66,85.32
3119,C001365,Saudi Arabia,Pork,Meat & Seafood,Fresh meat,1,25.54,25.54
3119,C001365,Saudi Arabia,Citrus Fruit,Produce,Fruit,1,5.62,5.62
3119,C001365,Saudi Arabia,Pip Fruit,Produce,Fruit,1,5.84,5.84
3119,C001365,Saudi Arabia,Root Vegetables,Produce,Vegetables & herbs,1,3.95,3.95
3119,C001365,Saudi Arabia,Other Vegetables,Produce,Vegetables & herbs,1,5.62,5.62
3119,C001365,Saudi Arabia,Dessert,Prepared foods,Ready-to-eat,2,11.72,23.44
3119,C001365,Saudi Arabia,Butter Milk,Dairy & Eggs,Dairy/eggs,1,4.76,4.76
3119,C001365,Saudi Arabia,Sliced Cheese,Dairy & Eggs,Dairy/eggs,1,5.67,5.67
3119,C001365,Saudi Arabia,Processed Cheese,Dairy & Eggs,Dairy/eggs,1,5.79,5.79
3119,C001365,Saudi Arabia,Fruit/Vegetable Juice,Beverages,Non-alcoholic,1,36.78,36.78
3119,C001365,Saudi Arabia,Chocolate,Snacks & Sweets,Snacks/sweets,1,5.02,5.02
3119,C001365,Saudi Arabia,Shopping Bags,Household,General merchandise,1,0.47,0.47
3120,C000245,Qatar,Yogurt,Dairy & Eggs,Dairy/eggs,4,3.14,12.56
3120,C000245,Qatar,Hard Cheese,Dairy & Eggs,Dairy/eggs,1,7.09,7.09
3120,C000245,Qatar,Rolls/Buns,Bakery,Bread & baked goods,1,6.04,6.04
3120,C000245,Qatar,Sweet Spreads,Pantry,Condiments & spreads,1,12.21,12.21
3120,C000245,Qatar,Soda,Beverages,Non-alcoholic,2,41.91,83.82
3120,C000245,Qatar,Misc. Beverages,Beverages,Non-alcoholic,1,54.64,54.64
3120,C000245,Qatar,Specialty Chocolate,Snacks & Sweets,Snacks/sweets,1,8.78,8.78
3120,C000245,Qatar,Hygiene Articles,Personal care,Health & beauty,1,19.41,19.41
3120,C000245,Qatar,Napkins,Household,Paper goods,1,16.57,16.57
3121,C001152,United Arab Emirates,Soda,Beverages,Non-alcoholic,1,28.82,28.82
3122,C000132,United Arab Emirates,Canned Beer,Beverages,Alcohol,1,47.4,47.4
3123,C001530,United Arab Emirates,Pastry,Bakery,Bread & baked goods,1,6.16,6.16
3124,C002839,Saudi Arabia,Citrus Fruit,Produce,Fruit,2,4.85,9.7
3124,C002839,Saudi Arabia,Herbs,Produce,Vegetables & herbs,2,3.2,6.4
3124,C002839,Saudi Arabia,Other Vegetables,Produce,Vegetables & herbs,1,4.99,4.99
3124,C002839,Saudi Arabia,Curd,Dairy & Eggs,Dairy/eggs,1,4.56,4.56
3125,C001760,United Arab Emirates,Citrus Fruit,Produce,Fruit,3,6.08,18.24
3126,C003123,United Arab Emirates,Sausage,Meat & Seafood,Deli & processed,1,22.91,22.91
3126,C003123,United Arab Emirates,Domestic Eggs,Dairy & Eggs,Dairy/eggs,2,7.06,14.12
3126,C003123,United Arab Emirates,Pastry,Bakery,Bread & baked goods,1,7.93,7.93
3126,C003123,United Arab Emirates,Bottled Water,Beverages,Non-alcoholic,1,39.07,39.07
3126,C003123,United Arab Emirates,Newspapers,Household,General merchandise,1,17.13,17.13
3127,C000802,Saudi Arabia,Decalcifier,Household,Cleaning & laundry,1,12.51,12.51
3128,C000367,United Arab Emirates,Sausage,Meat & Seafood,Deli & processed,1,18.55,18.55
3128,C000367,United Arab Emirates,Ham,Meat & Seafood,Deli & processed,1,19.99,19.99
3128,C000367,United Arab Emirates,Meat,Meat & Seafood,Fresh meat,1,35.87,35.87
3128,C000367,United Arab Emirates,Butter,Dairy & Eggs,Dairy/eggs,1,9.81,9.81
3128,C000367,United Arab Emirates,Uht-Milk,Dairy & Eggs,Dairy/eggs,2,4.96,9.92
3128,C000367,United Arab Emirates,Mayonnaise,Pantry,Condiments & spreads,1,9.11,9.11
3128,C000367,United Arab Emirates,Baking Powder,Pantry,Staples,1,9.43,9.43
3128,C000367,United Arab Emirates,Bottled Water,Beverages,Non-alcoholic,6,47.7,286.2
3128,C000367,United Arab Emirates,Fruit/Vegetable Juice,Beverages,Non-alcoholic,1,46.96,46.96
3129,C002011,United Arab Emirates,Beef,Meat & Seafood,Fresh meat,1,30.87,30.87
3129,C002011,United Arab Emirates,Chocolate,Snacks & Sweets,Snacks/sweets,1,5.12,5.12
3130,C001968,United Arab Emirates,Hamburger Meat,Meat & Seafood,Fresh meat,1,23.88,23.88
3130,C001968,United Arab Emirates,Ketchup,Pantry,Condiments & spreads,1,9.59,9.59
3131,C000489,Saudi Arabia,Mayonnaise,Pantry,Condiments & spreads,1,10.0,10.0
3131,C000489,Saudi Arabia,White Bread,Bakery,Bread & baked goods,1,4.98,4.98
3131,C000489,Saudi Arabia,Soda,Beverages,Non-alcoholic,1,36.67,36.67
3132,C002512,United Arab Emirates,Fruit/Vegetable Juice,Beverages,Non-alcoholic,1,41.01,41.01
3132,C002512,United Arab Emirates,Chewing Gum,Snacks & Sweets,Snacks/sweets,1,1.96,1.96
3133,C000973,United Arab Emirates,Finished Products,Prepared foods,Ready-to-eat,1,14.84,14.84
3133,C000973,United Arab Emirates,Pip Fruit,Produce,Fruit,1,5.95,5.95
3133,C000973,United Arab Emirates,Other Vegetables,Produce,Vegetables & herbs,1,7.55,7.55
3133,C000973,United Arab Emirates,Domestic Eggs,Dairy & Eggs,Dairy/eggs,1,7.9,7.9
3133,C000973,United Arab Emirates,Margarine,Dairy & Eggs,Butter & spreads,1,7.25,7.25
3133,C000973,United Arab Emirates,Bottled Beer,Beverages,Alcohol,2,42.98,85.96
3133,C000973,United Arab Emirates,Newspapers,Household,General merchandise,1,13.79,13.79
3134,C000734,United Arab Emirates,Chicken,Meat & Seafood,Fresh meat,1,23.41,23.41
3134,C000734,United Arab Emirates,Other Vegetables,Produce,Vegetables & herbs,1,6.74,6.74
3134,C000734,United Arab Emirates,Bottled Beer,Beverages,Alcohol,1,33.3,33.3
3134,C000734,United Arab Emirates,Canned Beer,Beverages,Alcohol,6,42.19,253.14
3134,C000734,United Arab Emirates,Sparkling Wine,Beverages,Alcohol,2,47.11,94.22
3134,C000734,United Arab Emirates,Chocolate,Snacks & Sweets,Snacks/sweets,1,5.92,5.92
3134,C000734,United Arab Emirates,Newspapers,Household,General merchandise,2,12.76,25.52
3134,C000734,United Arab Emirates,Pot Plants,Household,Garden,1,12.66,12.66
3135,C000423,United Arab Emirates,Whole Milk,Dairy & Eggs,Dairy/eggs,1,7.2,7.2
3135,C000423,United Arab Emirates,Dessert,Prepared foods,Ready-to-eat,1,12.93,12.93
3135,C000423,United Arab Emirates,Soda,Beverages,Non-alcoholic,1,42.83,42.83
3135,C000423,United Arab Emirates,Bottled Beer,Beverages,Alcohol,2,40.52,81.04
3136,C000323,United Arab Emirates,Ham,Meat & Seafood,Deli & processed,1,19.61,19.61
3136,C000323,United Arab Emirates,Root Vegetables,Produce,Vegetables & herbs,2,6.18,12.36
3136,C000323,United Arab Emirates,Other Vegetables,Produce,Vegetables & herbs,1,7.56,7.56
3136,C000323,United Arab Emirates,Dessert,Prepared foods,Ready-to-eat,1,15.96,15.96
3136,C000323,United Arab Emirates,Brown Bread,Bakery,Bread & baked goods,1,7.51,7.51
3136,C000323,United Arab Emirates,Pasta,Pantry,Staples,1,9.99,9.99
3136,C000323,United Arab Emirates,Margarine,Dairy & Eggs,Butter & spreads,1,7.93,7.93
3136,C000323,United Arab Emirates,Bottled Water,Beverages,Non-alcoholic,1,40.76,40.76
3136,C000323,United Arab Emirates,Fruit/Vegetable Juice,Beverages,Non-alcoholic,1,35.63,35.63
3136,C000323,United Arab Emirates,Red/Blush Wine,Beverages,Alcohol,1,65.02,65.02
3137,C000698,United Arab Emirates,Liquor,Beverages,Alcohol,1,40.04,40.04
3138,C001424,Oman,Canned Beer,Beverages,Alcohol,1,35.41,35.41
3139,C002659,Oman,Dog Food,Pet,Pet supplies,1,7.54,7.54
3139,C002659,Oman,Cling Film/Bags,Household,General merchandise,1,13.03,13.03
3140,C001335,Saudi Arabia,Citrus Fruit,Produce,Fruit,1,6.13,6.13
3140,C001335,Saudi Arabia,Tropical Fruit,Produce,Fruit,1,7.04,7.04
3140,C001335,Saudi Arabia,Yogurt,Dairy & Eggs,Dairy/eggs,2,3.11,6.22
3140,C001335,Saudi Arabia,Uht-Milk,Dairy & Eggs,Dairy/eggs,1,5.9,5.9
3140,C001335,Saudi Arabia,Domestic Eggs,Dairy & Eggs,Dairy/eggs,1,5.9,5.9
3140,C001335,Saudi Arabia,Mustard,Pantry,Condiments & spreads,2,10.65,21.3
3140,C001335,Saudi Arabia,Canned Fish,Pantry,Canned goods,1,7.87,7.87
3141,C000236,United Arab Emirates,Tropical Fruit,Produce,Fruit,3,7.71,23.13
3141,C000236,United Arab Emirates,Dessert,Prepared foods,Ready-to-eat,1,13.33,13.33
3141,C000236,United Arab Emirates,Yogurt,Dairy & Eggs,Dairy/eggs,1,2.62,2.62
3141,C000236,United Arab Emirates,Domestic Eggs,Dairy & Eggs,Dairy/eggs,1,7.03,7.03
3141,C000236,United Arab Emirates,Oil,Pantry,Staples,2,11.35,22.7
3141,C000236,United Arab Emirates,Fruit/Vegetable Juice,Beverages,Non-alcoholic,2,45.05,90.1
3142,C002207,United Arab Emirates,Beef,Meat & Seafood,Fresh meat,1,31.98,31.98
3142,C002207,United Arab Emirates,Citrus Fruit,Produce,Fruit,1,4.1,4.1
3142,C002207,United Arab Emirates,Root Vegetables,Produce,Vegetables & herbs,1,3.56,3.56
3142,C002207,United Arab Emirates,Bottled Water,Beverages,Non-alcoholic,1,34.15,34.15
3142,C002207,United Arab Emirates,Soda,Beverages,Non-alcoholic,1,33.36,33.36
3142,C002207,United Arab Emirates,Fruit/Vegetable Juice,Beverages,Non-alcoholic,1,31.56,31.56
3142,C002207,United Arab Emirates,Pot Plants,Household,Garden,1,14.73,14.73
3143,C000296,Saudi Arabia,Photo/Film,Household,General merchandise,1,13.65,13.65
3144,C002111,Qatar,Chicken,Meat & Seafood,Fresh meat,2,31.14,62.28
3144,C002111,Qatar,Butter,Dairy & Eggs,Dairy/eggs,1,13.45,13.45
3144,C002111,Qatar,Uht-Milk,Dairy & Eggs,Dairy/eggs,1,8.02,8.02
3144,C002111,Qatar,Spread Cheese,Dairy & Eggs,Dairy/eggs,2,12.52,25.04
3144,C002111,Qatar,Bottled Beer,Beverages,Alcohol,1,47.37,47.37
3144,C002111,Qatar,Salty Snack,Snacks & Sweets,Snacks/sweets,1,8.61,8.61
3144,C002111,Qatar,Waffles,Bakery,Bread & baked goods,1,7.09,7.09
3144,C002111,Qatar,Chewing Gum,Snacks & Sweets,Snacks/sweets,1,3.18,3.18
3145,C001863,United Arab Emirates,Sausage,Meat & Seafood,Deli & processed,1,18.42,18.42
3145,C001863,United Arab Emirates,Rolls/Buns,Bakery,Bread & baked goods,1,4.37,4.37
3145,C001863,United Arab Emirates,Misc. Beverages,Beverages,Non-alcoholic,1,33.54,33.54
3145,C001863,United Arab Emirates,Fruit/Vegetable Juice,Beverages,Non-alcoholic,1,43.97,43.97
3146,C000947,United Arab Emirates,Whole Milk,Dairy & Eggs,Dairy/eggs,1,7.4,7.4
3147,C000178,Kuwait,Meat,Meat & Seafood,Fresh meat,1,33.96,33.96
3147,C000178,Kuwait,Other Vegetables,Produce,Vegetables & herbs,2,7.12,14.24
3147,C000178,Kuwait,White Bread,Bakery,Bread & baked goods,1,5.43,5.43
3147,C000178,Kuwait,Newspapers,Household,General merchandise,1,14.85,14.85
3148,C002558,United Arab Emirates,Whole Milk,Dairy & Eggs,Dairy/eggs,1,6.61,6.61
3148,C002558,United Arab Emirates,Rolls/Buns,Bakery,Bread & baked goods,2,4.99,9.98
3148,C002558,United Arab Emirates,Specialty Chocolate,Snacks & Sweets,Snacks/sweets,1,5.29,5.29
3148,C002558,United Arab Emirates,Candy,Snacks & Sweets,Snacks/sweets,2,4.32,8.64
3149,C001723,United Arab Emirates,Beef,Meat & Seafood,Fresh meat,1,37.45,37.45
3149,C001723,United Arab Emirates,Root Vegetables,Produce,Vegetables & herbs,1,5.52,5.52
3149,C001723,United Arab Emirates,Whole Milk,Dairy & Eggs,Dairy/eggs,1,7.42,7.42
3149,C001723,United Arab Emirates,Butter,Dairy & Eggs,Dairy/eggs,1,8.64,8.64
3149,C001723,United Arab Emirates,Yogurt,Dairy & Eggs,Dairy/eggs,1,3.52,3.52
3149,C001723,United Arab Emirates,Soda,Beverages,Non-alcoholic,2,43.46,86.92
3149,C001723,United Arab Emirates,Abrasive Cleaner,Household,Cleaning & laundry,1,18.55,18.55
3149,C001723,United Arab Emirates,Newspapers,Household,General merchandise,2,16.26,32.52
3150,C002711,Oman,Ham,Meat & Seafood,Deli & processed,1,19.28,19.28
3150,C002711,Oman,Meat,Meat & Seafood,Fresh meat,1,28.73,28.73
3150,C002711,Oman,Berries,Produce,Fruit,1,15.02,15.02
3150,C002711,Oman,Other Vegetables,Produce,Vegetables & herbs,2,5.97,11.94
3150,C002711,Oman,Whole Milk,Dairy & Eggs,Dairy/eggs,2,5.97,11.94
3150,C002711,Oman,Butter,Dairy & Eggs,Dairy/eggs,2,7.54,15.08
3150,C002711,Oman,Yogurt,Dairy & Eggs,Dairy/eggs,2,2.89,5.78
3150,C002711,Oman,Processed Cheese,Dairy & Eggs,Dairy/eggs,1,6.61,6.61
3150,C002711,Oman,Specialty Cheese,Dairy & Eggs,Dairy/eggs,3,5.77,17.31
3150,C002711,Oman,White Bread,Bakery,Bread & baked goods,1,4.99,4.99
3150,C002711,Oman,Margarine,Dairy & Eggs,Butter & spreads,1,6.75,6.75
3150,C002711,Oman,Specialty Bar,Snacks & Sweets,Snacks/sweets,1,7.88,7.88
3151,C002133,United Arab Emirates,Sausage,Meat & Seafood,Deli & processed,1,21.61,21.61
3151,C002133,United Arab Emirates,Meat,Meat & Seafood,Fresh meat,1,27.94,27.94
3151,C002133,United Arab Emirates,Other Vegetables,Produce,Vegetables & herbs,2,6.09,12.18
3151,C002133,United Arab Emirates,Frozen Vegetables,Frozen,Frozen foods,1,12.22,12.22
3151,C002133,United Arab Emirates,Rolls/Buns,Bakery,Bread & baked goods,1,4.72,4.72
3152,C001687,Qatar,Sausage,Meat & Seafood,Deli & processed,2,21.96,43.92
3152,C001687,Qatar,Brown Bread,Bakery,Bread & baked goods,1,6.77,6.77
3152,C001687,Qatar,Roll Products ,Bakery,Bread & baked goods,1,7.09,7.09
3152,C001687,Qatar,Coffee,Beverages,Non-alcoholic,2,49.12,98.24
3152,C001687,Qatar,Dish Cleaner,Household,Cleaning & laundry,2,19.07,38.14
3153,C001822,United Arab Emirates,Ham,Meat & Seafood,Deli & processed,1,19.74,19.74
3153,C001822,United Arab Emirates,Other Vegetables,Produce,Vegetables & herbs,1,8.08,8.08
3153,C001822,United Arab Emirates,Yogurt,Dairy & Eggs,Dairy/eggs,6,3.02,18.12
3153,C001822,United Arab Emirates,Domestic Eggs,Dairy & Eggs,Dairy/eggs,2,6.83,13.66
3153,C001822,United Arab Emirates,Semi-Finished Bread,Bakery,Bread & baked goods,1,6.27,6.27
3153,C001822,United Arab Emirates,Newspapers,Household,General merchandise,2,11.47,22.94
3154,C000056,United Arab Emirates,Pork,Meat & Seafood,Fresh meat,1,26.48,26.48
3154,C000056,United Arab Emirates,Other Vegetables,Produce,Vegetables & herbs,1,6.1,6.1
3154,C000056,United Arab Emirates,Rolls/Buns,Bakery,Bread & baked goods,1,3.55,3.55
3154,C000056,United Arab Emirates,Canned Fish,Pantry,Canned goods,1,8.37,8.37
3154,C000056,United Arab Emirates,Chocolate,Snacks & Sweets,Snacks/sweets,1,6.86,6.86
3155,C002664,United Arab Emirates,Canned Beer,Beverages,Alcohol,1,42.15,42.15
3155,C002664,United Arab Emirates,Specialty Bar,Snacks & Sweets,Snacks/sweets,1,6.76,6.76
3156,C002791,United Arab Emirates,Chicken,Meat & Seafood,Fresh meat,1,19.59,19.59
3156,C002791,United Arab Emirates,Bottled Water,Beverages,Non-alcoholic,1,26.85,26.85
3156,C002791,United Arab Emirates,Liquor (Appetizer),Beverages,Alcohol,1,35.12,35.12
3157,C000736,United Arab Emirates,Beef,Meat & Seafood,Fresh meat,1,37.27,37.27
3157,C000736,United Arab Emirates,Hamburger Meat,Meat & Seafood,Fresh meat,1,18.0,18.0
3157,C000736,United Arab Emirates,Tropical Fruit,Produce,Fruit,2,5.89,11.78
3157,C000736,United Arab Emirates,Pip Fruit,Produce,Fruit,1,6.08,6.08
3157,C000736,United Arab Emirates,Other Vegetables,Produce,Vegetables & herbs,1,7.45,7.45
3157,C000736,United Arab Emirates,Whole Milk,Dairy & Eggs,Dairy/eggs,1,6.58,6.58
3157,C000736,United Arab Emirates,Butter Milk,Dairy & Eggs,Dairy/eggs,1,3.84,3.84
3157,C000736,United Arab Emirates,Yogurt,Dairy & Eggs,Dairy/eggs,4,3.65,14.6
3157,C000736,United Arab Emirates,Ice Cream,Frozen,Desserts,1,9.41,9.41
3157,C000736,United Arab Emirates,Rolls/Buns,Bakery,Bread & baked goods,2,4.43,8.86
3157,C000736,United Arab Emirates,Pastry,Bakery,Bread & baked goods,1,4.84,4.84
3157,C000736,United Arab Emirates,Fruit/Vegetable Juice,Beverages,Non-alcoholic,1,32.25,32.25
3158,C001040,Saudi Arabia,Yogurt,Dairy & Eggs,Dairy/eggs,1,2.84,2.84
3158,C001040,Saudi Arabia,Condensed Milk,Dairy & Eggs,Milk & cream,1,7.52,7.52
3158,C001040,Saudi Arabia,Pet Care,Pet,Pet supplies,1,13.95,13.95
3158,C001040,Saudi Arabia,House Keeping Products,Household,Cleaning & laundry,1,15.3,15.3
3158,C001040,Saudi Arabia,Shopping Bags,Household,General merchandise,1,0.45,0.45
3159,C002512,United Arab Emirates,Tropical Fruit,Produce,Fruit,1,7.87,7.87
3159,C002512,United Arab Emirates,Whole Milk,Dairy & Eggs,Dairy/eggs,1,6.94,6.94
3159,C002512,United Arab Emirates,Margarine,Dairy & Eggs,Butter & spreads,2,6.71,13.42
3159,C002512,United Arab Emirates,Sugar,Pantry,Staples,1,6.76,6.76
3160,C002435,United Arab Emirates,Chicken,Meat & Seafood,Fresh meat,1,18.94,18.94
3160,C002435,United Arab Emirates,Root Vegetables,Produce,Vegetables & herbs,1,4.41,4.41
